Apartment,sqft_Floor_Area,Bedrooms,Attached_Bathrooms,Balcony,Pantry_and_Kitechen,Living_area_Launch,Made_s_room,Washing_Room,Store_Room,A_C,TwentyFour_hours_Security,Swimming_pool,Gym,Roof_Terrace,Location,Car_parkings,price_Million
On320 2 Bedroom Furnished Apartment for ...,3300,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,34.07142857
Cinnamon Life 2 Bedroom Luxuriously Furnished...,3560,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,34.07142857
Cinnamon Life Fully Furnished 2 Bed Apartment...,2779,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,33.96428571
55 Million value Apartment selling for 50 Million...,2300,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,33.96428571
Best Price | 2 bedroom large layout | furnished...,3850,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,33.85714286
Luxury Apartment for Sale in Colombo 2 CA585,3155,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,33.85714286
1838 sqf Luxury 3 Bed Apartment for Sale ALTAIR...,4144,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,33.75
Capitol Twin Peaks | 3 bedroom converted 2 bedroom...,2770,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,33.75
Luxury 4 Bedroom apartment for sale in Colombo...,3155,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,33.75
3bed with 2 car parks at On320,4100,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,33.69642857
Furnished Brand New - 3 Bedrooms At Altair,3700,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,33.64285714
Beira / Ocean View Luxury Apartment at Capitol...,2500,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,33.53571429
447 Luna Tower - Type D (3 bedrooms),3606,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,33.42857143
447 Luna Tower - Type C2 (2 bedrooms),2601,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,33.42857143
Twin Peaks 2 Bedrooms apartment for sale in Colombo...,2000,4,3,4,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,33.42857143
"Altair, 03 Bedroom Unfurnished Appartment for...",4111,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,33.21428571
"Altair, 03 Bedroom Unfurnished Appartment for...",3067,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,33.21428571
"On320, 02 Bedroom Fully Furnished Apartment For...",3100,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,33.21428571
"Shangril-La, 02 Bedroom Unfurnished Apartment...",2215,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,33.21428571
OnThree20 03 Bedroom Furnished Apartment for Sale...,3563,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,33.21428571
OnThree20 03 BedRoom Furnished Apartment for Sale...,3900,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,33.21428571
447 Luna Tower 02 Bedroom Unfurnished Apartment...,2400,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,33.21428571
OnThree20 03 BedRoom Furnished Apartment for Sale...,3463,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,33.21428571
Apartment for Sale - The Residences at One Galle...,3657,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,33.21428571
Shangri La Apartment 2 Bedroom Furnished Apartment...,2400,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,33.21428571
Shangri-la / Cinnamon Life / CCC / ALTAIR Apartments...,2560,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,33.21428571
2BR Quality Modern Luxury Living at the Heart...,2378,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,33.21428571
The One Gall face residence (Shangri-La) For Sale...,3300,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,33.21428571
Move into one of the finest units at Shangri-La...,3295,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,33.21428571
"4 Bedroom Penthouses in Shangri-La, Cinnamon Life,...",3200,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,33.10714286
2 Bedroom Apartment for Sale in One Galle Face...,1756,4,3,4,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.89285714
Shangri-la Apartment for Sale,1750,4,3,4,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.78571429
Luxury Apartment For Sale In One Galle Face -...,3820,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.78571429
Apartment for sale in Shangrila / 4 Bed / Unfurnished...,2610,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.78571429
Colombo 1 One Galle Face 4BR Apartment F...,2204,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.67857143
Brand New 02 Bedroom Untouched Apartment for sale...,3850,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.57142857
SHANGRI-LA Two Bedroom Apartment For Sale,3600,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.46428571
Luxury Apartment For Sale in Colombo 1,4800,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.35714286
Apartment for Sale in Shangri-la Residence / One...,1750,4,3,4,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.25
CINNAMON LIFE Three Bedroom Apartment for sale...,1846,4,3,4,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
Two bedrooms apartment for sale in Shangri-la...,2900,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
"447 Luna Tower - Union Place, Colombo 02 | Type...",2000,4,3,4,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
"447 Luna Tower - Union Place, Colombo 02 - Type...",1875,4,3,4,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
447 Luna Tower - Type D (3 bedrooms),3670,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
1 Bedroom Apartment For Sale In Colombo 2 For...,3335,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
Colombo.02 Shangri La 02 Bedroom Apartment For...,2900,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
OnThree20 - 04 Bedroom Apartment for Sa...,3600,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
Altair 4 Bedroom Luxurious Apartment for Sale...,3900,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
On320 2 Bedroom Furnished Apartment for ...,2400,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
Cinnamon Life 2 Bedroom Luxuriously Furnished...,2350,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
Cinnamon Life Fully Furnished 2 Bed Apartment...,2849,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
55 Million value Apartment selling for 50 Million...,3500,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
Best Price | 2 bedroom large layout | furnished...,3900,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
Luxury Apartment for Sale in Colombo 2 CA585,2475,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
Capitol Twin Peaks | 3 bedroom converted 2 bedroom...,3800,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
3bed with 2 car parks at On320,3876,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
Furnished Brand New - 3 Bedrooms At Altair,4500,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
447 Luna Tower - Type C2 (2 bedrooms),3216,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
"On320, 02 Bedroom Fully Furnished Apartment For...",2302,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
"Shangril-La, 02 Bedroom Unfurnished Apartment...",2246,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
OnThree20 03 BedRoom Furnished Apartment for Sale...,4100,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
OnThree20 03 BedRoom Furnished Apartment for Sale...,2232,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
Shangri La Apartment 2 Bedroom Furnished Apartment...,1800,4,3,4,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
Shangri-la / Cinnamon Life / CCC / ALTAIR Apartments...,4003,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
2BR Quality Modern Luxury Living at the Heart...,1800,4,3,4,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
The One Gall face residence (Shangri-La) For Sale...,2400,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
SHANGRI LA ABOVE 40TH FLOOR LUXURY APARTMENT FOR...,1850,4,3,4,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
Move into one of the finest units at Shangri-La...,3205,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
"Penthouses in Colombo for sale Shangri-La, CCC,...",1750,4,3,4,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
2 Bedroom Apartment for Sale in One Galle Face...,2400,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
Shangri-la Apartment for Sale,3071,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
Colombo 1 One Galle Face 4BR Apartment F...,1750,4,3,4,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
SHANGRI-LA Two Bedroom Apartment For Sale,1750,4,3,4,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
Luxury Apartment For Sale in Colombo 1,2000,4,3,4,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
Apartment for Sale in Shangri-la Residence / One...,2223,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
CINNAMON LIFE Three Bedroom Apartment for sale...,2500,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
Two bedrooms apartment for sale in Shangri-la...,2000,4,3,4,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
447 Luna Tower - Type D (3 bedrooms),1700,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
1 Bedroom Apartment For Sale In Colombo 2 For...,2350,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
Colombo.02 Shangri La 02 Bedroom Apartment For...,4303,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
OnThree20 - 04 Bedroom Apartment for Sa...,3600,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
Altair 4 Bedroom Luxurious Apartment for Sale...,1919,4,3,4,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
Cinnamon Life 2 Bedroom Luxuriously Furnished...,2500,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
Cinnamon Life Fully Furnished 2 Bed Apartment...,3758,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
55 Million value Apartment selling for 50 Million...,8840,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
Best Price | 2 bedroom large layout | furnished...,2600,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
Luxury Apartment for Sale in Colombo 2 CA585,3335,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
1838 sqf Luxury 3 Bed Apartment for Sale ALTAIR...,5100,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
Capitol Twin Peaks | 3 bedroom converted 2 bedroom...,5669,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
Luxury 4 Bedroom apartment for sale in Colombo...,2240,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
3bed with 2 car parks at On320,2475,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
Furnished Brand New - 3 Bedrooms At Altair,2400,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.14285714
Twin Peaks 2 Bedrooms apartment for sale in Colombo...,4278,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,32.03571429
"Altair, 03 Bedroom Unfurnished Appartment for...",2171,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,31.92857143
"On320, 02 Bedroom Fully Furnished Apartment For...",2006,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,31.82142857
"Shangril-La, 02 Bedroom Unfurnished Apartment...",3596,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,31.82142857
OnThree20 03 Bedroom Furnished Apartment for Sale...,2900,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,31.82142857
OnThree20 03 BedRoom Furnished Apartment for Sale...,7160,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,31.71428571
447 Luna Tower 02 Bedroom Unfurnished Apartment...,2785,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,31.60714286
OnThree20 03 BedRoom Furnished Apartment for Sale...,1952,4,3,4,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,31.60714286
Apartment for Sale - The Residences at One Galle...,1952,4,3,4,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,31.60714286
Shangri La Apartment 2 Bedroom Furnished Apartment...,2690,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,31.60714286
Shangri-la / Cinnamon Life / CCC / ALTAIR Apartments...,2700,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,31.60714286
The One Gall face residence (Shangri-La) For Sale...,3450,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,31.5
SHANGRI LA ABOVE 40TH FLOOR LUXURY APARTMENT FOR...,4500,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,31.5
Move into one of the finest units at Shangri-La...,2475,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,31.39285714
"Penthouses in Colombo for sale Shangri-La, CCC,...",1903,4,3,4,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,31.39285714
"4 Bedroom Penthouses in Shangri-La, Cinnamon Life,...",2337,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,31.28571429
2 Bedroom Apartment for Sale in One Galle Face...,2770,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,31.07142857
Luxury Apartment For Sale In One Galle Face -...,3596,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,31.07142857
Colombo 1 One Galle Face 4BR Apartment F...,1952,4,3,4,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,31.07142857
Brand New 02 Bedroom Untouched Apartment for sale...,2400,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,31.07142857
SHANGRI-LA Two Bedroom Apartment For Sale,3530,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,31.07142857
Luxury Apartment For Sale in Colombo 1,3250,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,31.07142857
Apartment for Sale in Shangri-la Residence / One...,2300,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,31.07142857
CINNAMON LIFE Three Bedroom Apartment for sale...,1705,4,3,4,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,31.07142857
Two bedrooms apartment for sale in Shangri-la...,3905,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,31.07142857
"447 Luna Tower - Union Place, Colombo 02 - Type...",2550,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,31.07142857
447 Luna Tower - Type D (3 bedrooms),2675,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,31.07142857
1 Bedroom Apartment For Sale In Colombo 2 For...,1500,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,31.07142857
Colombo.02 Shangri La 02 Bedroom Apartment For...,2700,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,31.07142857
OnThree20 - 04 Bedroom Apartment for Sa...,2760,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,31.07142857
Altair 4 Bedroom Luxurious Apartment for Sale...,3335,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,31.07142857
On320 2 Bedroom Furnished Apartment for ...,3150,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,31.07142857
Cinnamon Life Fully Furnished 2 Bed Apartment...,3500,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30.96428571
55 Million value Apartment selling for 50 Million...,2406,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30.96428571
Best Price | 2 bedroom large layout | furnished...,1718,4,3,4,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30.85714286
Luxury Apartment for Sale in Colombo 2 CA585,2560,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30.85714286
1838 sqf Luxury 3 Bed Apartment for Sale ALTAIR...,5540,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30.75
Capitol Twin Peaks | 3 bedroom converted 2 bedroom...,2292,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30.64285714
3bed with 2 car parks at On320,2350,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30.53571429
Furnished Brand New - 3 Bedrooms At Altair,2820,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30.53571429
Beira / Ocean View Luxury Apartment at Capitol...,2280,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30.53571429
447 Luna Tower - Type C2 (2 bedrooms),3004,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30.53571429
Twin Peaks 2 Bedrooms apartment for sale in Colombo...,1804,4,3,4,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30.53571429
"Altair, 03 Bedroom Unfurnished Appartment for...",3080,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30.53571429
"Altair, 03 Bedroom Unfurnished Appartment for...",2180,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30.53571429
"On320, 02 Bedroom Fully Furnished Apartment For...",2400,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30.53571429
OnThree20 03 Bedroom Furnished Apartment for Sale...,2275,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30.53571429
OnThree20 03 BedRoom Furnished Apartment for Sale...,2180,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30.53571429
OnThree20 03 BedRoom Furnished Apartment for Sale...,2180,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30.53571429
Apartment for Sale - The Residences at One Galle...,2292,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30.53571429
Shangri La Apartment 2 Bedroom Furnished Apartment...,3480,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30.42857143
Shangri-la / Cinnamon Life / CCC / ALTAIR Apartments...,3596,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30.21428571
2BR Quality Modern Luxury Living at the Heart...,4050,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30
The One Gall face residence (Shangri-La) For Sale...,2197,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30
SHANGRI LA ABOVE 40TH FLOOR LUXURY APARTMENT FOR...,2400,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30
"4 Bedroom Penthouses in Shangri-La, Cinnamon Life,...",2940,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30
2 Bedroom Apartment for Sale in One Galle Face...,3785,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30
Shangri-la Apartment for Sale,3252,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30
Apartment for sale in Shangrila / 4 Bed / Unfurnished...,3785,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30
Colombo 1 One Galle Face 4BR Apartment F...,2500,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30
Brand New 02 Bedroom Untouched Apartment for sale...,1800,4,3,4,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30
SHANGRI-LA Two Bedroom Apartment For Sale,3200,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30
Luxury Apartment For Sale in Colombo 1,2679,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30
Apartment for Sale in Shangri-la Residence / One...,3602,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30
CINNAMON LIFE Three Bedroom Apartment for sale...,3760,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30
"447 Luna Tower - Union Place, Colombo 02 | Type...",2300,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30
447 Luna Tower - Type D (3 bedrooms),2100,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30
1 Bedroom Apartment For Sale In Colombo 2 For...,1805,4,3,4,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Dematagoda,3,30
"447 Luna Tower - Union Place, Colombo 02 - Type...",4395,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Grandpass,3,25.92857143
447 Luna Tower - Type D (3 bedrooms),5200,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Grandpass,3,25.92857143
1 Bedroom Apartment For Sale In Colombo 2 For...,2380,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Grandpass,3,25.92857143
Colombo.02 Shangri La 02 Bedroom Apartment For...,4395,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Grandpass,3,25.92857143
OnThree20 - 04 Bedroom Apartment for Sa...,4395,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Grandpass,3,25.92857143
On320 2 Bedroom Furnished Apartment for ...,2870,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Grandpass,3,25.82142857
Cinnamon Life Fully Furnished 2 Bed Apartment...,4395,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Grandpass,3,25.71428571
55 Million value Apartment selling for 50 Million...,2150,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Grandpass,3,25.71428571
Best Price | 2 bedroom large layout | furnished...,3300,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Grandpass,3,25.71428571
Luxury Apartment for Sale in Colombo 2 CA585,3260,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Grandpass,3,25.71428571
Luxury 4 Bedroom apartment for sale in Colombo...,2800,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Grandpass,3,25.71428571
3bed with 2 car parks at On320,2900,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Grandpass,3,25.71428571
Beira / Ocean View Luxury Apartment at Capitol...,2400,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Grandpass,3,25.71428571
447 Luna Tower - Type D (3 bedrooms),2650,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Grandpass,3,25.71428571
447 Luna Tower - Type C2 (2 bedrooms),1750,4,3,4,1,2,1,2,2,Yes,Yes,Yes,No,Yes,Grandpass,3,25.71428571
Twin Peaks 2 Bedrooms apartment for sale in Colombo...,3400,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Grandpass,3,25.71428571
"Altair, 03 Bedroom Unfurnished Appartment for...",3884,4,3,4,2,3,2,3,3,Yes,Yes,Yes,No,Yes,Grandpass,3,25.71428571
